classroom_id,school_id_spline_linear,school_id_spline_0,school_id_spline_1,school_id_spline_2,lesson_set_id_spline_linear,lesson_set_id_spline_0,lesson_set_id_spline_1,lesson_set_id_spline_2,post_id_x_spline_linear,post_id_x_spline_0,post_id_x_spline_1,post_id_x_spline_2,exists_spline_linear,exists_spline_0,exists_spline_1,exists_spline_2,children_per_post_aka_post_blast_spline_linear,children_per_post_aka_post_blast_spline_0,children_per_post_aka_post_blast_spline_1,children_per_post_aka_post_blast_spline_2,lesson_id_spline_linear,lesson_id_spline_0,lesson_id_spline_1,lesson_id_spline_2,post_per_lesson_aka_popularity_spline_linear,post_per_lesson_aka_popularity_spline_0,post_per_lesson_aka_popularity_spline_1,post_per_lesson_aka_popularity_spline_2
45,-0.3341296894784476,-0.1738343927444196,-0.06902042801004797,-0.038840345593383736,-0.33908589831066344,-0.09190533807158402,-0.045616100823334255,-0.03750215221125597,1.0424180472418365,0.0901934681108178,-0.1000874997127489,-0.0415859011259792,2.2441931985571366,0.6727917673483359,-0.032384263184096304,-0.03786589260465475,2.0842428082726707,0.8783983123233444,0.03193934611467095,-0.049176711290241905,-0.5608695434091324,-0.15118063648184982,-0.09846592193930355,-0.07816082612852213,-0.2542133063055246,-0.0435060254267529,-0.03781256864811707,-0.03745029431365691
47,-0.3913758323241513,-0.174524025215663,-0.06902042801004797,-0.038840345593383736,-0.3937140617836733,-0.09211426690496416,-0.045616100823334255,-0.03750215221125597,0.3745851493580022,-0.165383486446994,-0.10008973166486207,-0.0415859011259792,1.5748869082182273,0.23085996325350866,-0.054149188714179064,-0.03786589260465475,1.684391680029477,0.4774933556229521,-0.07222957827200276,-0.049176711290241905,-0.23957611415884264,-0.15022734677859004,-0.09846592193930355,-0.07816082612852213,2.45464108313968,0.017721418987700927,-0.03781256864811707,-0.03745029431365691
49,-0.5683714125618172,-0.1754782827929103,-0.06902042801004797,-0.038840345593383736,-0.5484522616356247,-0.09237269932057587,-0.045616100823334255,-0.03750215221125597,0.3069849732841982,-0.18007298160557547,-0.10008973166486207,-0.0415859011259792,0.17124051795282244,-0.13277763122599653,-0.054149188714179064,-0.03786589260465475,0.44636709543329006,-0.1400271841304405,-0.09863028715429752,-0.049176711290241905,-0.42587509005338375,-0.15110992871126613,-0.09846592193930355,-0.07816082612852213,1.052448116530679,-0.03663410125570536,-0.03781256864811707,-0.03745029431365691
50,-0.6950419492852837,-0.1755581875503393,-0.06902042801004797,-0.038840345593383736,-0.6566275276915419,-0.09239339137477773,-0.045616100823334255,-0.03750215221125597,-0.8055017972695632,-0.2569841610678661,-0.10008973166486207,-0.0415859011259792,-0.7126773440251218,-0.1565234116240889,-0.054149188714179064,-0.03786589260465475,-0.7604886929746746,-0.2273962579563806,-0.09863028715429752,-0.049176711290241905,-0.556114043993772,-0.15118063339078747,-0.09846592193930355,-0.07816082612852213,-0.2523307258784323,-0.043506025406201104,-0.03781256864811707,-0.03745029431365691
54,-0.5621683772859567,-0.175466415759189,-0.06902042801004797,-0.038840345593383736,-0.5398024181021445,-0.0923675297159501,-0.045616100823334255,-0.03750215221125597,-0.3852787710646864,-0.2525734107683821,-0.10008973166486207,-0.0415859011259792,0.1186715218695235,-0.13664496267617512,-0.054149188714179064,-0.03786589260465475,0.19808537036825133,-0.18294455148120953,-0.09863028715429752,-0.049176711290241905,-0.41546100359330357,-0.1510922696855173,-0.09846592193930355,-0.07816082612852213,-0.24566101236530538,-0.04350602349995126,-0.03781256864811707,-0.03745029431365691
55,-0.3502962240002861,-0.17405312717948634,-0.06902042801004797,-0.038840345593383736,-0.35377856024490495,-0.09196924723941631,-0.045616100823334255,-0.03750215221125597,-0.01198419072402419,-0.22864358103606727,-0.10008973166486207,-0.0415859011259792,1.4459031858695146,0.16970866407067894,-0.054149188714179064,-0.03786589260465475,1.1356427597099759,0.10422851266566424,-0.0986292339247537,-0.049176711290241905,-0.1914952715121936,-0.14973213382265432,-0.09846592193930355,-0.07816082612852213,-0.23248832817687975,-0.04350599384274831,-0.03781256864811707,-0.03745029431365691
56,-0.3027136660961951,-0.17335067934932502,-0.06902042801004797,-0.038840345593383736,-0.312001050313716,-0.09177128745394046,-0.045616100823334255,-0.03750215221125597,0.3479296320516456,-0.17138042616821872,-0.10008973166486207,-0.0415859011259792,1.7439748131459518,0.32199460335017016,-0.05393897678815355,-0.03786589260465475,1.4772527659328916,0.3145553151484531,-0.09185691738459324,-0.049176711290241905,-0.14119672000357353,-0.14905616008496858,-0.09846592193930355,-0.07816082612852213,-0.22952998750573475,-0.04350597910341905,-0.03781256864811707,-0.03745029431365691
57,-0.5273033394035046,-0.17537742257669087,-0.06902042801004797,-0.038840345593383736,-0.5064875667573415,-0.09233967199083458,-0.045616100823334255,-0.03750215221125597,0.40453350004925726,-0.15831888461294452,-0.10008973166486207,-0.0415859011259792,0.3370767324011676,-0.11735935462897569,-0.054149188714179064,-0.03786589260465475,0.05933970047896495,-0.1992383935609576,-0.09863028715429752,-0.049176711290241905,-0.3753511749048874,-0.1509971178683565,-0.09846592193930355,-0.07816082612852213,-0.24885333088953185,-0.04350602495242623,-0.03781256864811707,-0.03745029431365691
58,-0.4385258215200233,-0.17492962484543645,-0.06902042801004797,-0.038840345593383736,-0.4345203802502281,-0.09222374070365226,-0.045616100823334255,-0.03750215221125597,0.9158588575659686,0.02411138821794023,-0.10008973166486207,-0.0415859011259792,1.2204526459658818,0.07891245809061015,-0.054149188714179064,-0.03786589260465475,1.5011191584427301,0.3318916628386894,-0.09042284482668538,-0.049176711290241905,-0.2887053876518727,-0.15060119157026117,-0.09846592193930355,-0.07816082612852213,2.040427669369008,-0.006289709133589171,-0.03781256864811707,-0.03745029431365691
66,-0.6973893554752189,-0.1755581906651174,-0.06902042801004797,-0.038840345593383736,-0.6584898822738641,-0.09239339213047826,-0.045616100823334255,-0.03750215221125597,-0.8149319234319821,-0.25698431244852465,-0.10008973166486207,-0.0415859011259792,-0.7283938480087885,-0.15652414889793065,-0.054149188714179064,-0.03786589260465475,-0.7709970299752752,-0.22739680269724646,-0.09863028715429752,-0.049176711290241905,-0.5583562489035556,-0.15118063602555082,-0.09846592193930355,-0.07816082612852213,-0.254140692489051,-0.04350602542675172,-0.03781256864811707,-0.03745029431365691
68,-0.6981103033222505,-0.17555819095589145,-0.06902042801004797,-0.038840345593383736,-0.6593430658370691,-0.09239339223247506,-0.045616100823334255,-0.03750215221125597,-0.819471239484025,-0.2569843187060043,-0.10008973166486207,-0.0415859011259792,-0.735439177380777,-0.15652422509827077,-0.054149188714179064,-0.03786589260465475,-0.7758059299586009,-0.22739689041280137,-0.09863028715429752,-0.049176711290241905,-0.5608695434091324,-0.15118063648184982,-0.09846592193930355,-0.07816082612852213,-0.2542133063055246,-0.0435060254267529,-0.03781256864811707,-0.03745029431365691
70,-0.4069742599425288,-0.17467318119805753,-0.06902042801004797,-0.038840345593383736,-0.4355593923478674,-0.0922260695793527,-0.045616100823334255,-0.03750215221125597,0.23090707291125181,-0.19462326406934596,-0.10008973166486207,-0.0415859011259792,0.5988378159912026,-0.08140443601872133,-0.054149188714179064,-0.03786589260465475,0.30085334408598974,-0.16749083252880867,-0.09863028715429752,-0.049176711290241905,-0.5608695434091324,-0.15118063648184982,-0.09846592193930355,-0.07816082612852213,-0.2542133063055246,-0.0435060254267529,-0.03781256864811707,-0.03745029431365691
72,-0.3486841846143232,-0.1740321986785475,-0.06902042801004797,-0.038840345593383736,-0.3867285365841401,-0.09209176580627634,-0.045616100823334255,-0.03750215221125597,0.3254313205382288,-0.176233563710103,-0.10008973166486207,-0.0415859011259792,0.8660183837135365,-0.02697928148605541,-0.054149188714179064,-0.03786589260465475,0.5790571134917218,-0.10862171730540639,-0.09863028715429752,-0.049176711290241905,-0.23116580440983636,-0.15015050896744025,-0.09846592193930355,-0.07816082612852213,-0.2502208910997839,-0.04350602523073476,-0.03781256864811707,-0.03745029431365691
73,-0.27833409370097173,-0.1729184805157641,-0.06902042801004797,-0.038840345593383736,-0.32701382563574194,-0.09184826213335759,-0.045616100823334255,-0.03750215221125597,1.1206955212880287,0.1358395290854346,-0.09991164081461702,-0.0415859011259792,1.1884776895853186,0.06759352756500724,-0.054149188714179064,-0.03786589260465475,1.9159313088562706,0.6949732623188767,-0.025012533390263995,-0.049176711290241905,-0.15927153714959322,-0.149319003714209,-0.09846592193930355,-0.07816082612852213,-0.24942079441826967,-0.04350602508769119,-0.03781256864811707,-0.03745029431365691
76,-0.22119753492801691,-0.1716924377932982,-0.06902042801004797,-0.038840345593383736,6.065622043753558,4.378500853347401,1.8318526775757698,-0.005937326218058745,0.2902742587404342,-0.18344432638397734,-0.10008973166486207,-0.0415859011259792,1.348352471488135,0.12799752165826825,-0.054149188714179064,-0.03786589260465475,0.19131728891023736,-0.1838566124498383,-0.09863028715429752,-0.049176711290241905,7.537221745526507,14.158786995332216,15.654761478950213,17.16248513353856,-0.16080773371503645,-0.04350351523145587,-0.03781256864811707,-0.03745029431365691
79,-0.6995983396785239,-0.17555819109512816,-0.06902042801004797,-0.038840345593383736,-0.6604783832335758,-0.09239339225797238,-0.045616100823334255,-0.03750215221125597,-0.8197967699391734,-0.2569843187081893,-0.10008973166486207,-0.0415859011259792,-0.7424845067527656,-0.15652423598403364,-0.054149188714179064,-0.03786589260465475,-0.784711300298093,-0.2273969234847561,-0.09863028715429752,-0.049176711290241905,-0.5608695434091324,-0.15118063648184982,-0.09846592193930355,-0.07816082612852213,-0.2542133063055246,-0.0435060254267529,-0.03781256864811707,-0.03745029431365691
80,-0.6950534844508363,-0.1755581875766621,-0.06902042801004797,-0.038840345593383736,-0.6569639180312475,-0.09239339158332632,-0.045616100823334255,-0.03750215221125597,-0.8160208020801027,-0.25698431577164654,-0.10008973166486207,-0.0415859011259792,-0.7235163122897196,-0.15652402354567072,-0.054149188714179064,-0.03786589260465475,-0.771175137382065,-0.22739680734240095,-0.09863028715429752,-0.049176711290241905,-0.5608695434091324,-0.15118063648184982,-0.09846592193930355,-0.07816082612852213,-0.2542133063055246,-0.0435060254267529,-0.03781256864811707,-0.03745029431365691
82,-0.41345702298303766,-0.17473068926260474,-0.06902042801004797,-0.038840345593383736,-0.4410420123200059,-0.09223800625960786,-0.045616100823334255,-0.03750215221125597,-0.1207739757868193,-0.23862071451331224,-0.10008973166486207,-0.0415859011259792,0.4264982205840988,-0.10679872573096638,-0.054149188714179064,-0.03786589260465475,2.1191518600034795,0.9192569743192976,0.04658091508469375,-0.049176711290241905,-0.5608695434091324,-0.15118063648184982,-0.09846592193930355,-0.07816082612852213,-0.2542133063055246,-0.0435060254267529,-0.03781256864811707,-0.03745029431365691
83,-0.40085485461692383,-0.17461650781334295,-0.06902042801004797,-0.038840345593383736,-0.4313775721167682,-0.09221656497077571,-0.045616100823334255,-0.03750215221125597,-0.0937188775672293,-0.2364049390371706,-0.10008973166486207,-0.0415859011259792,0.477983319840938,-0.09993498162911735,-0.054149188714179064,-0.03786589260465475,0.9828266046842921,0.03119211927348614,-0.09863028715429752,-0.049176711290241905,-0.5608695434091324,-0.15118063648184982,-0.09846592193930355,-0.07816082612852213,-0.2542133063055246,-0.0435060254267529,-0.03781256864811707,-0.03745029431365691
84,-0.5825913878966702,-0.17550153204529034,-0.06902042801004797,-0.038840345593383736,-0.5707489729424067,-0.09238275424211657,-0.045616100823334255,-0.03750215221125597,-0.46060109465528704,-0.2544925398914189,-0.10008973166486207,-0.0415859011259792,-0.264486006284006,-0.15312458316268657,-0.054149188714179064,-0.03786589260465475,0.4225007029234514,-0.14501070956534612,-0.09863028715429752,-0.049176711290241905,-0.5608695434091324,-0.15118063648184982,-0.09846592193930355,-0.07816082612852213,-0.2542133063055246,-0.0435060254267529,-0.03781256864811707,-0.03745029431365691
85,-0.29088435382209926,-0.17314739893662737,-0.06902042801004797,-0.038840345593383736,-0.3470426149748308,-0.09194068923567512,-0.045616100823334255,-0.03750215221125597,0.2714926965130255,-0.18711419136344484,-0.10008973166486207,-0.0415859011259792,0.9272585544085136,-0.011612383623648335,-0.054149188714179064,-0.03786589260465475,2.876108338860305,2.0700151986808377,0.6859659788385322,-0.049176711290241905,-0.5608695434091324,-0.15118063648184982,-0.09846592193930355,-0.07816082612852213,-0.2542133063055246,-0.0435060254267529,-0.03781256864811707,-0.03745029431365691
86,0.032129119561975394,-0.16172827658249608,-0.06902042801004797,-0.038840345593383736,-0.09932775292342233,-0.08979631927952963,-0.045616100823334255,-0.03750215221125597,1.0967252054124903,0.12146144114262228,-0.10001002986338633,-0.0415859011259792,2.2469029406232863,0.6750510723284251,-0.03210469142794648,-0.03786589260465475,2.6150028805063976,1.6126594587030025,0.3859948087727735,-0.049176711290241905,-0.5608695434091324,-0.15118063648184982,-0.09846592193930355,-0.07816082612852213,-0.2542133063055246,-0.0435060254267529,-0.03781256864811707,-0.03745029431365691
87,-0.511886590642579,-0.17532445711236574,-0.06902042801004797,-0.038840345593383736,-0.5165263768547678,-0.09234950423028274,-0.045616100823334255,-0.03750215221125597,-0.25392913580123444,-0.24724257941813835,-0.10008973166486207,-0.0415859011259792,0.024372497967523308,-0.1424864656586688,-0.054149188714179064,-0.03786589260465475,1.0011716675836457,0.039327568433426704,-0.09863028715429752,-0.049176711290241905,-0.5608695434091324,-0.15118063648184982,-0.09846592193930355,-0.07816082612852213,-0.2542133063055246,-0.0435060254267529,-0.03781256864811707,-0.03745029431365691
88,0.20643700622590727,-0.1493054140217451,-0.06902042801004797,-0.038840345593383736,0.627348627124486,-0.06100772915586437,-0.045616100823334255,-0.03750215221125597,2.5689120172134303,1.835005531763467,0.5257769188691845,-0.0415859011259792,2.9590231556073565,1.4221441937674182,0.15461416328763636,-0.03786589260465475,3.612760573343089,3.7547118742347854,2.141167230919673,0.0857196201509855,0.9897449807596439,-0.04402107861579265,-0.09846592193930355,-0.07816082612852213,-0.16235682846647237,-0.04350363806343527,-0.03781256864811707,-0.03745029431365691
89,-0.2810679279369159,-0.17296952857018683,-0.06902042801004797,-0.038840345593383736,-0.06554086997290333,-0.08929846043083264,-0.045616100823334255,-0.03750215221125597,0.5854038861549313,-0.10781421418262437,-0.10008973166486207,-0.0415859011259792,0.9673627369875252,-0.000918033613120086,-0.054149188714179064,-0.03786589260465475,2.808783739093745,1.9455797255207516,0.5993219872816556,-0.049176711290241905,0.1555320725002012,-0.14061272807191738,-0.09846592193930355,-0.07816082612852213,-0.2117745646776445,-0.043505789988707196,-0.03781256864811707,-0.03745029431365691
90,-0.30521102943831285,-0.17339207986242025,-0.06902042801004797,-0.038840345593383736,-0.09985539744820261,-0.0898036375351453,-0.045616100823334255,-0.03750215221125597,0.07489917817357493,-0.21848058374076418,-0.10008973166486207,-0.0415859011259792,0.868728125779686,-0.026323469593416665,-0.054149188714179064,-0.03786589260465475,1.1726891003222628,0.12379371366415506,-0.09860437990371833,-0.049176711290241905,0.11421867132925738,-0.14233760951051957,-0.09846592193930355,-0.07816082612852213,-0.21422191923286446,-0.04350582841662493,-0.03781256864811707,-0.03745029431365691
